Customer_Name,Email,Phone,Adresse,Age,Gender,Location,Customer_Segment,Category,Subcategory,Product,Price,Quantity,Weight,Date_Order,Tax_5_percent,Payement,Shipper,Shipping_Method,Shipping Costs,Inventory_id,StockLevel,Restock_Threshold,Last_Restock_Date,Warehouse_Name,Location_warehouse,Supplier_Name,Supplier_Phone,Location_Supplier,Quality_Score,rating_customer
Jonathan Knox,Jonathan_Knox@hotmail.com,209-810-8167x61391,33492 Bowen Mission Suite 852,87,Male,Egypt,Bronze,Energy,Biofuels,Biogas,11,-5,0.7384160229035261,2023-11-27,0.55,Cash,United Parcel Service,Sea,40.35,19,4005,150,2023-07-12,China WH,China,"Hicks, Pierce and Atkins",(315)923-7528x32492,China,1.65,5
Edward Gutierrez,Edward_Gutierrez@maroc.ma,581-554-3743,00414 Tyler Tunnel,-19,Female,Saint Helena,Bronze,Materials and Chemicals,Bioplastics,PHA (Polyhydroxyalkanoates),11,-1,1.735964698873863,2023-12-01,0.55,Credit Card,United Parcel Service,Ground,37.11,22,4001,150,2023-07-12,China WH,China,"Lucas, Fisher and Barnes",789-300-4557x88792,USA,1.03,4
Dawn Clayton,Dawn_Clayton@youcode.ma,001-222-329-2408x687,09604 Daniel Summit Suite 720,-8,Male,Lao People's Democratic Republic,Silver,Food and Beverages,Plant-Based Meat Alternatives,Tofu,19,-2,1.0707867251306185,2023-11-28,0.95,Credit Card,FedEx,Sea,8.2,21,4002,150,2023-07-12,Japan WH,Japan,Williams LLC,001-703-649-0255x58629,China,3.41,4
Anne Smith,Anne_Smith@yopmail.com,9343935194,84687 Hughes Club,74,Male,British Virgin Islands,Bronze,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,5,0.9155345744333819,2023-11-29,2.2,Ewallet,United Parcel Service,Air,11.79,16,3995,150,2023-07-12,Turkey WH,Turkey,Wright Ltd,(746)789-2084x671,Turkey,4.25,2
Robert Frazier,Robert_Frazier@outlook.fr,+1-859-282-8786,01610 Howe Via Apt. 342,65,Female,El Salvador,Silver,Food and Beverages,Plant-Based Meat Alternatives,Seitan,16,10,0.21768906584401182,2023-11-30,0.8,Ewallet,FedEx,Sea,41.53,8,3990,150,2023-07-12,Japan WH,Japan,Jackson and Sons,560-667-6822x658,France,3.69,
Sarah Valenzuela,Sarah_Valenzuela@gmail.com,436.530.2483x782,7685 Natalie Green Suite 952,58,Male,Japan,Bronze,Energy,Biomass,Wood pellets,11,4,1.3125279054014505,2023-12-01,0.55,Ewallet,Hermés Internation,Air,9.64,4,3996,150,2023-07-12,China WH,China,"Edwards, Jacobs and Wang",219.325.9126,China,1.41,3
Kelly Flores,Kelly_Flores@gmail.com,(603)771-7860,19887 Johns Meadow,-29,Female,Guadeloupe,Gold,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,1,1.2825390448600564,2023-11-27,1.5,Ewallet,United Parcel Service,Sea,25.36,20,3999,150,2023-07-12,Japan WH,Japan,"Duffy, Warner and French",(897)520-9158x9915,China,1.88,3
Nathan Bryant,Nathan_Bryant@outlook.fr,315-618-5202,039 Sullivan Divide,-5,Male,Guernsey,Silver,Energy,Biomass,Wood pellets,11,10,1.919301353603958,2023-11-27,0.55,Credit Card,FedEx,Air,9.18,4,3990,150,2023-07-12,Turkey WH,Turkey,"Mahoney, Holder and Smith",(947)701-9104x025,Colombia,4.18,4
Benjamin Vargas,Benjamin_Vargas@youcode.ma,6044142695,688 Aaron Tunnel Suite 375,-27,Female,Cambodia,Silver,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,4,0.4188294881236614,2023-11-30,1.7,Ewallet,Hermés Internation,Air,9.64,17,3996,150,2023-07-12,Turkey WH,Turkey,"Villa, Mullins and Lin",+1-369-763-4081x31879,Colombia,2.15,2
Stephanie Ramirez,Stephanie_Ramirez@hotmail.com,(598)215-0423,2094 Deborah Parkway Suite 072,69,Male,Singapore,Gold,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,6,1.4898072084084077,2023-11-27,2.2,Ewallet,DHL,Sea,27.72,16,3994,150,2023-07-12,China WH,China,Wyatt Ltd,(544)987-5018x320,Colombia,1.0,5
Jonathan Sanchez,Jonathan_Sanchez@hotmail.com,(644)809-7456,59379 Jason Mount,-60,Male,Turks and Caicos Islands,Gold,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,-9,1.4238743131948368,2023-11-27,1.5,Cash,GeoPost,Air,45.14,20,4009,150,2023-07-12,China WH,China,Lowe PLC,001-797-683-3644x21544,Turkey,3.61,2
Alyssa Kelly,Alyssa_Kelly@hotmail.com,299.301.0542,599 Stevens Trace Suite 465,-88,Female,Tokelau,Bronze,Food and Beverages,Plant-Based Meat Alternatives,Tempeh,31,-4,0.7854228435930973,2023-12-02,1.55,Ewallet,DHL,Air,20.55,11,4004,150,2023-07-12,Turkey WH,Turkey,Swanson Inc,2742239502,Turkey,1.47,2
Anthony Mcintyre,Anthony_Mcintyre@maroc.ma,448-588-1906,20480 Mack Junction,64,Female,Iceland,Bronze,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,-1,1.6851326979339416,2023-11-29,1.5,Ewallet,United Parcel Service,Ground,22.86,20,4001,150,2023-07-12,Japan WH,Japan,"Gardner, Robles and Cox",(246)517-1451,France,2.73,2
Jonathan Bartlett,Jonathan_Bartlett@gmail.com,913-360-7535x1948,630 Chad Village Apt. 087,-6,Female,Kiribati,Gold,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,7,1.3822950986285472,2023-12-02,1.5,Cash,United Parcel Service,Air,15.35,20,3993,150,2023-07-12,Turkey WH,Turkey,"Sanders, Garrett and Doyle",+1-461-359-1604x01722,Colombia,2.28,2
Lisa Noble,Lisa_Noble@youcode.ma,463-608-8240,30251 Kristie Manor Suite 121,79,Male,Canada,Silver,Energy,Biomass,Wood pellets,11,0,0.6588174566630739,2023-12-01,0.55,Ewallet,United Parcel Service,Air,25.4,4,4000,150,2023-07-12,Turkey WH,Turkey,Cabrera Ltd,911.589.8368x622,Colombia,2.64,1
Jonathan Black,Jonathan_Black@yopmail.com,566.985.6652x045,5280 Jacobs Cliffs,31,Male,Australia,Silver,Agriculture,Biofertilizers,Mycorrhizal fungi products,75,-5,1.9318361570294742,2023-11-30,3.75,Credit Card,FedEx,Sea,13.93,9,4005,150,2023-07-12,China WH,China,"Sanchez, Small and Hamilton",001-554-403-5799x96605,France,2.08,2
Gabriela Bowman,Gabriela_Bowman@hotmail.com,001-710-235-0281,516 Ellis Curve Suite 452,-47,Female,Gabon,Bronze,Pharmaceuticals,Biopharmaceuticals,Vaccines,50,-4,0.26008200241943025,2023-11-27,2.5,Cash,FedEx,Ground,9.19,23,4004,150,2023-07-12,Japan WH,Japan,Morales and Sons,+1-853-696-8724x67870,France,3.54,2
Jeffrey Moody,Jeffrey_Moody@maroc.ma,578.619.9748,05767 Young Ridges Apt. 323,-62,Female,Anguilla,Silver,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,0,0.8985566360741948,2023-12-02,2.2,Credit Card,DHL,Air,10.18,16,4000,150,2023-07-12,Turkey WH,Turkey,"Harris, Holt and Bird",271-758-4012,China,4.52,3
Michael Delgado,Michael_Delgado@outlook.fr,277.264.9958,640 Kimberly Rapids,-69,Female,Mongolia,Silver,Food and Beverages,Plant-Based Meat Alternatives,Tempeh,31,8,0.6554942149457591,2023-12-02,1.55,Ewallet,FedEx,Ground,38.63,11,3992,150,2023-07-12,China WH,China,"Davis, Webster and Bell",8029701231,Turkey,2.77,1
Brianna Freeman,Brianna_Freeman@yopmail.com,6288051150,14482 Heidi Land,-14,Male,Philippines,Bronze,Pharmaceuticals,Biopharmaceuticals,Insulin,11,5,1.8878095644863258,2023-11-30,0.55,Credit Card,GeoPost,Ground,11.54,3,3995,150,2023-07-12,Japan WH,Japan,Mckinney-Thompson,775-420-7983x040,France,2.89,4
Christopher Khan,Christopher_Khan@outlook.fr,(950)248-7446x105,66733 Melissa Place,-21,Female,Spain,Gold,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,2,1.292433100895336,2023-11-30,1.45,Ewallet,GeoPost,Ground,9.28,2,3998,150,2023-07-12,Turkey WH,Turkey,Armstrong-Petersen,9199019338,Colombia,1.13,
Mary Lawrence,Mary_Lawrence@gmail.com,(458)404-9805x0892,2081 Stokes Dale Suite 736,9,Male,United States Virgin Islands,Silver,Energy,Biofuels,Ethanol,9,-9,1.881590816713796,2023-12-01,0.45,Cash,Hermés Internation,Air,17.96,12,4009,150,2023-07-12,Turkey WH,Turkey,Sutton LLC,001-440-394-7407x106,China,2.79,1
Shannon Smith,Shannon_Smith@gmail.com,758-494-8759x935,0256 Hutchinson Estates Apt. 304,-62,Male,Egypt,Silver,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,2,1.456738301877154,2023-11-30,1.5,Ewallet,Hermés Internation,Air,36.79,20,3998,150,2023-07-12,Japan WH,Japan,Miller Group,(591)927-6211x0353,China,4.99,1
Jeffrey Lopez,Jeffrey_Lopez@maroc.ma,001-562-782-8827x8692,86624 Phillips Harbors,-64,Female,Afghanistan,Silver,Energy,Biomass,Crop residues for energy generation,12,-3,0.87787306519875,2023-12-01,0.6,Cash,United Parcel Service,Air,46.28,13,4003,150,2023-07-12,Turkey WH,Turkey,"Montgomery, Patterson and Thompson",518-958-9760x19266,USA,4.31,2
Marilyn Nelson,Marilyn_Nelson@maroc.ma,878-989-4472,2325 Victoria Creek,-34,Female,Jordan,Silver,Agriculture,Biofertilizers,Rhizobium-based fertilizers,80,-1,1.9660042118260863,2023-11-29,4.0,Ewallet,GeoPost,Ground,47.53,10,4001,150,2023-07-12,Japan WH,Japan,"Henderson, Monroe and Goodwin",+1-609-366-7594x19483,France,3.75,1
Bryan Powers,Bryan_Powers@maroc.ma,805.934.5233,5753 John Inlet Suite 443,18,Male,Tonga,Silver,Energy,Biofuels,Biodiesel,5,4,0.6141573647965729,2023-12-01,0.25,Ewallet,FedEx,Sea,47.61,5,3996,150,2023-07-12,Turkey WH,Turkey,Miller-Myers,785-784-1525,China,3.1,
Frances Ellison,Frances_Ellison@outlook.fr,6798044756,68988 Chelsea Burg,-12,Male,Israel,Silver,Materials and Chemicals,Bioplastics,PHA (Polyhydroxyalkanoates),11,10,0.18970646473874914,2023-11-28,0.55,Cash,GeoPost,Ground,14.13,22,3990,150,2023-07-12,China WH,China,Stewart Inc,+1-525-974-5473,USA,2.08,5
Darren Stewart,Darren_Stewart@gmail.com,273.625.3449x456,25112 Wilson Village Apt. 134,27,Male,Somalia,Silver,Energy,Biofuels,Biodiesel,5,-3,0.8819539474356513,2023-11-28,0.25,Ewallet,DHL,Air,12.72,5,4003,150,2023-07-12,Japan WH,Japan,Lee-Singleton,458-887-8557x97175,France,2.98,
Kevin Schultz,Kevin_Schultz@yopmail.com,3556922486,884 Vega Stream Suite 703,67,Male,Saint Kitts and Nevis,Gold,Energy,Biomass,Wood pellets,11,3,0.7797747884662581,2023-11-27,0.55,Ewallet,FedEx,Sea,47.37,4,3997,150,2023-07-12,China WH,China,Dunn-Klein,+1-805-400-7843x846,Colombia,4.55,
Rita Collier,Rita_Collier@maroc.ma,832.561.3635x920,8800 Matthew Ferry Suite 193,84,Male,Bermuda,Bronze,Energy,Biofuels,Biogas,11,-10,1.071092381305525,2023-11-30,0.55,Credit Card,GeoPost,Air,37.8,19,4010,150,2023-07-12,Turkey WH,Turkey,Perez and Sons,001-749-411-1661x008,France,1.09,2
Courtney Hayes,Courtney_Hayes@hotmail.com,578.646.3606x60894,001 Steven Ranch Apt. 791,51,Female,Norway,Bronze,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,-5,1.8649064324255493,2023-11-30,2.2,Credit Card,FedEx,Ground,5.28,16,4005,150,2023-07-12,Turkey WH,Turkey,Rice Ltd,001-694-854-0599x25209,Turkey,1.99,2
Michael Brooks,Michael_Brooks@hotmail.com,4656558479,86563 Larson Trail Apt. 268,52,Female,Kiribati,Bronze,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,-10,1.8176147406542844,2023-11-27,2.3,Ewallet,Hermés Internation,Sea,48.96,7,4010,150,2023-07-12,China WH,China,"Sweeney, Davis and Walker",+1-657-779-0307x566,Colombia,1.24,5
Jamie Odonnell,Jamie_Odonnell@maroc.ma,805.796.5155,9906 Jordan Course Apt. 829,-21,Female,Suriname,Bronze,Pharmaceuticals,Biopharmaceuticals,Vaccines,50,-1,1.2717198719483729,2023-11-29,2.5,Ewallet,DHL,Sea,44.89,23,4001,150,2023-07-12,Japan WH,Japan,Rivas Group,(796)217-7764,Colombia,3.97,3
Suzanne Boone,Suzanne_Boone@gmail.com,+1-430-982-5084x6229,68716 Susan Road Suite 398,55,Female,El Salvador,Silver,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,9,0.23859124221887346,2023-11-30,1.45,Cash,GeoPost,Ground,30.67,2,3991,150,2023-07-12,Japan WH,Japan,Watson-Bryant,+1-245-346-5741x80125,USA,1.1,3
Gary Carrillo,Gary_Carrillo@youcode.ma,(923)552-6296,215 Cruz Ville Apt. 183,37,Female,Israel,Gold,Materials and Chemicals,Bioplastics,PHA (Polyhydroxyalkanoates),11,-2,1.400082016207232,2023-11-29,0.55,Cash,United Parcel Service,Ground,25.88,22,4002,150,2023-07-12,China WH,China,"Mclean, White and Dominguez",001-275-944-0145x290,USA,2.61,3
Rachel Fernandez,Rachel_Fernandez@gmail.com,888-535-0047,618 Lyons Ways,-59,Male,Botswana,Gold,Food and Beverages,Plant-Based Meat Alternatives,Seitan,16,-5,0.9804391721523927,2023-12-01,0.8,Credit Card,FedEx,Ground,46.95,8,4005,150,2023-07-12,Turkey WH,Turkey,"Peterson, Williams and Hendricks",(692)605-4871x473,USA,2.95,1
Jorge Carroll,Jorge_Carroll@youcode.ma,607-412-8430x1462,83664 Joseph Manor,51,Male,Trinidad and Tobago,Silver,Energy,Biomass,Crop residues for energy generation,12,4,1.9991650032603947,2023-12-02,0.6,Credit Card,United Parcel Service,Air,37.22,13,3996,150,2023-07-12,China WH,China,Delgado PLC,001-668-377-9105x165,USA,2.54,5
Andrea Savage,Andrea_Savage@yopmail.com,7072430103,92266 Laura Loaf Suite 687,-24,Male,Russian Federation,Silver,Pharmaceuticals,Biopharmaceuticals,Monoclonal antibodies,10,-1,1.416795920374622,2023-12-02,0.5,Cash,Hermés Internation,Ground,8.63,15,4001,150,2023-07-12,Japan WH,Japan,Brooks-Harvey,444.640.8321,Colombia,1.99,3
Veronica Copeland,Veronica_Copeland@hotmail.com,4417345405,970 Ashley Field Suite 131,-75,Female,Greece,Bronze,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,5,1.7457326786713745,2023-12-02,1.5,Ewallet,GeoPost,Ground,11.27,20,3995,150,2023-07-12,Japan WH,Japan,"Thompson, Hopkins and Morales",221-456-2474x290,China,2.6,4
Faith Turner,Faith_Turner@gmail.com,370.856.0790,9810 Cynthia Club,1,Female,Turks and Caicos Islands,Silver,Agriculture,Biofertilizers,Rhizobium-based fertilizers,80,4,1.2334625802606263,2023-11-30,4.0,Credit Card,GeoPost,Air,39.38,10,3996,150,2023-07-12,China WH,China,Blair Group,8202960490,France,2.47,4
Ryan Munoz,Ryan_Munoz@gmail.com,(911)349-7299,27141 Reeves Radial Apt. 412,71,Female,Honduras,Gold,Energy,Biofuels,Biodiesel,5,4,1.1775970803916211,2023-12-02,0.25,Credit Card,GeoPost,Ground,19.85,5,3996,150,2023-07-12,Turkey WH,Turkey,Macias-Pierce,(251)752-1860,France,4.71,5
Christopher Lewis,Christopher_Lewis@hotmail.com,+1-869-381-0673x95180,731 Christy Vista Suite 192,76,Female,Panama,Silver,Food and Beverages,Plant-Based Meat Alternatives,Tempeh,31,10,0.33873693695439844,2023-11-28,1.55,Cash,Hermés Internation,Air,24.23,11,3990,150,2023-07-12,China WH,China,Coleman Group,264-641-1058x24946,France,3.61,5
Joshua Gonzalez,Joshua_Gonzalez@maroc.ma,830.380.5906,8156 Adams Highway,87,Female,Guyana,Gold,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,5,1.2430212040656432,2023-12-01,1.5,Credit Card,DHL,Ground,33.6,20,3995,150,2023-07-12,China WH,China,Carter-Taylor,(969)977-0105,Colombia,4.95,5
Nicholas Davis,Nicholas_Davis@outlook.fr,707.534.9093,603 Crystal Locks,-79,Male,Heard Island and McDonald Islands,Gold,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,8,1.4442362345885764,2023-11-29,1.45,Cash,FedEx,Air,20.31,2,3992,150,2023-07-12,Turkey WH,Turkey,"Mcneil, Nguyen and Miller",001-352-434-4810x0056,Colombia,4.73,1
Courtney Johns,Courtney_Johns@youcode.ma,981-401-5440x165,9584 Williams Glens Apt. 140,-75,Female,Swaziland,Bronze,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,-9,0.4214926733617048,2023-11-28,1.45,Credit Card,GeoPost,Air,13.37,2,4009,150,2023-07-12,China WH,China,Wood-Hernandez,649-293-0719,France,4.03,2
Vincent Miller,Vincent_Miller@gmail.com,616.714.2953,203 Robert Lakes Apt. 248,-80,Female,Sudan,Gold,Energy,Biomass,Wood pellets,11,10,1.4309954892485792,2023-11-28,0.55,Ewallet,DHL,Sea,49.22,4,3990,150,2023-07-12,Turkey WH,Turkey,Fischer PLC,8724247153,Colombia,3.06,5
Jared Rodgers,Jared_Rodgers@youcode.ma,218-688-6988,36117 Tina Lakes,58,Male,Puerto Rico,Gold,Food and Beverages,Plant-Based Meat Alternatives,Tofu,19,-6,1.924670765523716,2023-11-29,0.95,Credit Card,DHL,Air,40.97,21,4006,150,2023-07-12,Turkey WH,Turkey,"Reyes, Coffey and Carroll",+1-291-283-5479x765,Colombia,2.05,3
Justin Rodriguez,Justin_Rodriguez@gmail.com,(468)892-4930x5221,7839 White Path,43,Female,Haiti,Bronze,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,0,0.9743867769860379,2023-11-28,2.2,Cash,DHL,Sea,28.99,16,4000,150,2023-07-12,Japan WH,Japan,Combs-Lee,001-827-810-2630,USA,3.2,
Amanda Walker,Amanda_Walker@maroc.ma,444.260.9784,89618 Evelyn Mission,29,Male,Fiji,Silver,Food and Beverages,Plant-Based Meat Alternatives,Tempeh,31,-3,0.10883424731288639,2023-11-27,1.55,Cash,Hermés Internation,Sea,19.97,11,4003,150,2023-07-12,Japan WH,Japan,"Walsh, Davidson and Lewis",001-891-290-8910x35179,France,4.66,4
Bruce Ayers,Bruce_Ayers@youcode.ma,4915902922,816 Hubbard Heights,33,Male,Hong Kong,Gold,Pharmaceuticals,Biopharmaceuticals,Insulin,11,6,1.3343524436895695,2023-11-28,0.55,Credit Card,United Parcel Service,Sea,36.51,3,3994,150,2023-07-12,Turkey WH,Turkey,Ellis LLC,001-774-410-7196x8516,Turkey,1.66,2
Kevin Bowen,Kevin_Bowen@youcode.ma,611.936.3768,981 Roy Crossroad,-54,Male,Lebanon,Silver,Energy,Biomass,Wood pellets,11,-1,1.7874759085315646,2023-12-02,0.55,Credit Card,FedEx,Ground,30.79,4,4001,150,2023-07-12,China WH,China,Herring-Fischer,+1-779-744-7454x3290,France,4.85,4
Jennifer Holden,Jennifer_Holden@hotmail.com,855.722.2606x92736,47596 Walker Islands,-28,Male,Algeria,Silver,Food and Beverages,Organic Food,Organic fruits and vegetables,36,3,1.6272296223895886,2023-12-01,1.8,Cash,United Parcel Service,Sea,34.06,14,3997,150,2023-07-12,Turkey WH,Turkey,Peck-Williams,(340)565-4194x36402,Colombia,1.18,
Autumn Soto,Autumn_Soto@yopmail.com,7513401305,831 Angela Green,66,Female,Czech Republic,Silver,Agriculture,Biopesticides,Neem oil-based insecticides,71,-3,1.8718596199325703,2023-11-30,3.55,Cash,FedEx,Air,24.49,6,4003,150,2023-07-12,Japan WH,Japan,"Chang, Richardson and Mccarthy",933.294.0655x12592,Colombia,3.23,1
Steven Ruiz,Steven_Ruiz@gmail.com,+1-704-219-4309x9242,30548 Joshua Walks Suite 924,30,Female,Antigua and Barbuda,Gold,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,-10,0.19176520225012153,2023-12-01,1.45,Credit Card,GeoPost,Air,11.8,2,4010,150,2023-07-12,Japan WH,Japan,"Henry, Thomas and Curtis",+1-463-378-9504x5691,France,3.63,2
Colton Williams,Colton_Williams@hotmail.com,+1-824-811-1547,861 Taylor Plaza,-26,Male,Brunei Darussalam,Silver,Food and Beverages,Plant-Based Meat Alternatives,Tempeh,31,-7,1.0152271754193658,2023-12-02,1.55,Ewallet,DHL,Air,17.31,11,4007,150,2023-07-12,Turkey WH,Turkey,"Ford, Pollard and George",+1-523-252-6333,Colombia,3.95,2
Edward James,Edward_James@maroc.ma,2905712093,36367 Laura Tunnel Apt. 295,59,Male,Aruba,Silver,Food and Beverages,Organic Food,organic dairy products,61,-2,1.61479300952234,2023-11-28,3.05,Credit Card,FedEx,Air,48.24,1,4002,150,2023-07-12,China WH,China,Sanders-Ward,4296950517,Turkey,2.58,2
Christy Warren,Christy_Warren@hotmail.com,313.278.7245x32627,21426 James Stravenue,41,Female,Zambia,Silver,Food and Beverages,Organic Food,Organic fruits and vegetables,36,8,0.8892352048771569,2023-11-30,1.8,Credit Card,FedEx,Ground,18.71,14,3992,150,2023-07-12,Turkey WH,Turkey,Miller-Collins,(776)599-9182x7396,Colombia,3.73,5
Jose Salas,Jose_Salas@yopmail.com,+1-786-296-1141x787,450 Anderson Falls Suite 149,10,Female,Cambodia,Bronze,Pharmaceuticals,Biopharmaceuticals,Vaccines,50,-10,1.9791759009570211,2023-11-27,2.5,Credit Card,GeoPost,Sea,32.08,23,4010,150,2023-07-12,Japan WH,Japan,"Ellis, Keller and Jordan",+1-712-367-9035x01361,Turkey,4.11,3
Chris Christensen,Chris_Christensen@maroc.ma,669-659-5896,9634 Jordan Overpass,-5,Male,Bangladesh,Bronze,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,-5,1.2865674251414663,2023-11-28,1.45,Ewallet,Hermés Internation,Ground,40.86,2,4005,150,2023-07-12,Turkey WH,Turkey,Guzman and Sons,612-600-5581x57213,France,4.62,1
Brandon Martinez,Brandon_Martinez@maroc.ma,(422)552-8982x204,1838 Christina Parkway Suite 582,58,Male,Bermuda,Silver,Energy,Biomass,Crop residues for energy generation,12,3,1.6794547909971544,2023-11-29,0.6,Ewallet,DHL,Air,7.29,13,3997,150,2023-07-12,China WH,China,Floyd-Wright,001-794-998-0951x35809,USA,1.11,4
Andrea Bowen,Andrea_Bowen@maroc.ma,001-362-276-6598x9114,0429 Collier Route Suite 005,66,Female,China,Silver,Materials and Chemicals,Bioplastics,PHA (Polyhydroxyalkanoates),11,6,0.28270164631415917,2023-11-28,0.55,Ewallet,DHL,Sea,46.79,22,3994,150,2023-07-12,Turkey WH,Turkey,Perez and Sons,(520)385-9735,France,1.12,1
Ronald Berg,Ronald_Berg@youcode.ma,001-390-612-4935x888,49897 Hogan Divide Apt. 497,77,Male,Bangladesh,Bronze,Agriculture,Biopesticides,Neem oil-based insecticides,71,3,1.8023009410998612,2023-11-30,3.55,Cash,DHL,Ground,36.32,6,3997,150,2023-07-12,Japan WH,Japan,"Pena, Crawford and Clay",001-630-752-6919x654,Turkey,3.62,4
Dennis Briggs,Dennis_Briggs@youcode.ma,972-284-5252,5403 Ashley Knoll,23,Female,Aruba,Silver,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,-10,0.8130216386436924,2023-11-29,1.5,Cash,FedEx,Sea,49.86,20,4010,150,2023-07-12,Turkey WH,Turkey,Thomas PLC,8776366801,France,2.7,4
William Anderson,William_Anderson@youcode.ma,754.520.0571x7608,4187 Tamara Parks Apt. 759,49,Female,Austria,Silver,Food and Beverages,Organic Food,organic dairy products,61,-3,1.8501136895546186,2023-11-30,3.05,Credit Card,FedEx,Air,24.84,1,4003,150,2023-07-12,Japan WH,Japan,Hill Ltd,(966)849-6614x60652,Colombia,3.85,1
Jenny Lopez,Jenny_Lopez@maroc.ma,(301)209-1045x72130,62660 Fritz Prairie Apt. 068,71,Female,New Caledonia,Gold,Agriculture,Biopesticides,Neem oil-based insecticides,71,10,0.2895483644638144,2023-12-03,3.55,Credit Card,DHL,Air,14.27,6,3990,150,2023-07-12,China WH,China,Travis-Frazier,(499)866-5332x2231,Turkey,4.86,2
Bobby Solomon,Bobby_Solomon@outlook.fr,653.546.0726x2820,4719 Hall Knolls,35,Female,Anguilla,Bronze,Agriculture,Biofertilizers,Mycorrhizal fungi products,75,9,0.7808838802185646,2023-11-30,3.75,Ewallet,United Parcel Service,Sea,40.07,9,3991,150,2023-07-12,Turkey WH,Turkey,Howard Ltd,+1-812-748-1255x54760,China,2.71,
Daryl Freeman,Daryl_Freeman@gmail.com,704.246.8078x24398,79072 Stuart Gardens Suite 484,-16,Male,Palau,Silver,Food and Beverages,Organic Food,organic dairy products,61,-9,1.5858999578287,2023-11-29,3.05,Ewallet,Hermés Internation,Air,16.29,1,4009,150,2023-07-12,Japan WH,Japan,"Allen, Myers and Mills",895.754.0399x451,China,4.01,4
Terri Smith,Terri_Smith@hotmail.com,822.649.2710x68518,16056 Gonzalez Junctions Suite 983,-12,Female,Palestinian Territory,Gold,Energy,Biofuels,Biodiesel,5,9,1.7050747269854611,2023-11-29,0.25,Cash,FedEx,Air,35.03,5,3991,150,2023-07-12,Japan WH,Japan,"Holt, Perez and Johnson",249-671-6481x729,Turkey,3.35,2
